DecisionTreeClassifier;0.543859649123;0.603773584906;0.576923076923;0.634615384615;0.589792923892;0.0334664405028;0.523255813953;0.0122423024834
DecisionTreeClassifier;0.59649122807;0.547169811321;0.730769230769;0.557692307692;0.608030644463;0.0732050337387;0.593023255814;0.0126703639891
GaussianNB;0.40350877193;0.452830188679;0.442307692308;0.288461538462;0.396777047845;0.0651777566826;0.313953488372;0.0124954617355
SVC;0.526315789474;0.547169811321;0.653846153846;0.634615384615;0.590486784814;0.0546717930019;0.581395348837;0.0193217812319
SVC;0.438596491228;0.641509433962;0.730769230769;0.673076923077;0.620988019759;0.110060172475;0.546511627907;0.0189997729264
LogisticRegression;0.561403508772;0.509433962264;0.538461538462;0.653846153846;0.565786290836;0.054073966194;0.523255813953;0.275362430397
RandomForestClassifier;0.649122807018;0.603773584906;0.769230769231;0.692307692308;0.678608713365;0.0609707597092;0.662790697674;0.21062764251
GaussianNB;0.40350877193;0.452830188679;0.442307692308;0.288461538462;0.396777047845;0.0651777566826;0.313953488372;0.0127802658942
BaggingClassifier;0.526315789474;0.584905660377;0.692307692308;0.576923076923;0.59511305477;0.0604461071383;0.558139534884;0.145850946503
BaggingClassifier;0.40350877193;0.452830188679;0.461538461538;0.442307692308;0.440046278614;0.0221666735777;0.441860465116;0.203457933015
BaggingClassifier;0.543859649123;0.622641509434;0.596153846154;0.673076923077;0.608932981947;0.046637468483;0.56976744186;0.131088169979
BaggingClassifier;0.421052631579;0.339622641509;0.480769230769;0.326923076923;0.392091895195;0.0626545919182;0.325581395349;0.119876465127
BaggingClassifier;0.421052631579;0.528301886792;0.653846153846;0.634615384615;0.559454014208;0.0931188828637;0.616279069767;0.167924979335
AdaBoostClassifier;0.333333333333;0.716981132075;0.519230769231;0.423076923077;0.498155539429;0.142418365708;0.5;3.65702437812
ExtraTreesClassifier;0.631578947368;0.679245283019;0.807692307692;0.692307692308;0.702706057597;0.0646910203642;0.720930232558;5.0980726969
GradientBoostingClassifier;0.701754385965;0.622641509434;0.730769230769;0.538461538462;0.648406666157;0.0748019813627;0.627906976744;5.19813175314
RandomForestClassifier;0.649122807018;0.603773584906;0.769230769231;0.692307692308;0.678608713365;0.0609707597092;0.662790697674;0.194444266264
VotingClassifier;0.438596491228;0.603773584906;0.519230769231;0.442307692308;0.500977134418;0.0675162082375;0.383720930233;0.245361776117
VotingClassifier;0.59649122807;0.509433962264;0.653846153846;0.673076923077;0.608212066814;0.0636089841858;0.56976744186;0.245258716354
VotingClassifier;0.59649122807;0.603773584906;0.653846153846;0.673076923077;0.631796972475;0.032488484728;0.593023255814;0.246326090498
